CODI_CAPA;CAPA_GENERICA;NOM_CAPA;ED50_COORD_X;ED50_COORD_Y;ETRS89_COORD_X;ETRS89_COORD_Y;LONGITUD;LATITUD;EQUIPAMENT;DISTRICTE;BARRI;NOM_DISTRICTE;NOM_BARRI;ADRECA;TELEFON
P001;Internet i comunicacions         ;WiFi BCN                                        ;430053.6;4585100.5;429961.7;4584899.5;2.161973;41.412594;Punt de connexió Barcelona WiFi a la cruïlla de la Ronda del Guinardó amb Sardenya;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova;Rda Guinardó, 10;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431941.47;4585076.0;431849.53;4584875.0;2.184562;41.412537;Espai Antoni Miró Peris;10;64;Sant Martí;el Camp de l'Arpa del Clot;Pl Carme Monturiol, 10;934507013
P001;Internet i comunicacions         ;WiFi BCN                                        ;430461.03;4582120.5;430369.1;4581919.5;2.16719;41.385788;Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Pelai;1;1;Ciutat Vella;el Raval;C Pelai, 34;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428563.12;4582146.5;428471.2;4581945.5;2.14449;41.385857;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb carrer Còrsega;2;9;Eixample;la Nova Esquerra de l'Eixample;C Rocafort, 245;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430469.66;4582631.0;430377.72;4582430.5;2.167235;41.390392;Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Gràcia amb el carrer Diputació;2;7;Eixample;la Dreta de l'Eixample;Pg Gràcia, 30;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428217.9;4583613.5;428125.97;4583412.5;2.140188;41.39904;Jardins de Can Castelló;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Freixa, 56;10
P001;Internet i comunicacions         ;WiFi BCN                                        ;429861.22;4582762.5;429769.28;4582562.0;2.159943;41.39152;Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb carrer Mallorca;2;7;Eixample;la Dreta de l'Eixample;C Balmes, 94;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429742.88;4581896.5;429650.94;4581695.5;2.158628;41.383713;Punt de connexió Barcelona WiFi a la cruïlla del carrer Villarroel amb carrer Diputació;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Villarroel, 71;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428367.03;4580988.0;428275.12;4580787.0;2.142282;41.37541;Punt de connexió Barcelona WiFi a la cruïlla del carrer Creu Coberta 104  amb Moianés;3;15;Sants-Montjuïc;Hostafrancs;C Creu Coberta, 104;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429100.4;4581323.0;429008.47;4581122.0;2.151012;41.37849;Centre Esportiu Municipal Joan Miró;2;9;Eixample;la Nova Esquerra de l'Eixample;C Diputació, 17*19;934234350
P001;Internet i comunicacions         ;WiFi BCN                                        ;428823.1;4582867.0;428731.2;4582666.0;2.147515;41.392372;Punt de connexió Barcelona WiFi a la cruïlla del carrer Villaroel amb carrer Buenos Aires;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Villarroel, 226;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431198.34;4584502.5;431106.4;4584301.5;2.175737;41.40731;Punt de connexió Barcelona WiFi a la cruïlla del carrer Rosselló amb carrer Castillejos;2;6;Eixample;la Sagrada Família;C Rosselló, 479;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428800.88;4580448.5;428708.97;4580247.5;2.147533;41.370586;Centre Cívic Font de la Guatlla;3;14;Sants-Montjuïc;la Font de la Guatlla;C Rabí Rubèn, 22*26;934248506
P001;Internet i comunicacions         ;WiFi BCN                                        ;428092.34;4583550.5;428000.44;4583349.5;2.138693;41.39846;Punt de connexió Barcelona WiFi a la cruïlla del carrer Vallmajor amb carrer Raset;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Vallmajor, 15;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;426571.4;4583368.5;426479.5;4583167.5;2.120523;41.396687;Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Josep Vicenç Foix amb Trinquet;5;23;Sarrià-Sant Gervasi;Sarrià;Av J V Foix, 76;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429172.44;4581714.0;429080.53;4581513.0;2.151828;41.38202;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Calàbria amb carrer Aragó;2;9;Eixample;la Nova Esquerra de l'Eixample;C Calàbria, 161;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428551.47;4583632.5;428459.56;4583431.5;2.144175;41.39924;Punt de connexió Barcelona WiFi a la cruïlla del carrer de Tavern amb carrer Via Augusta;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Tavern, 40;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429753.56;4583084.0;429661.66;4582883.0;2.158618;41.394405;Punt de connexió Barcelona WiFi a la cruïlla de Rambla de Catalunya amb Rosselló;2;7;Eixample;la Dreta de l'Eixample;Rbla Catalunya, 117;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429264.16;4581429.0;429172.25;4581228.5;2.152958;41.37946;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Diputació;2;9;Eixample;la Nova Esquerra de l'Eixample;C Rocafort, 101;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429303.62;4582376.0;429211.72;4582175.0;2.153319;41.387993;Punt de connexió Barcelona WiFi a la cruïlla del carrer Villaroel amb carrer Provença;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Villarroel, 164;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429362.53;4581519.5;429270.6;4581318.5;2.154123;41.380283;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Calàbria amb carrer Diputació;2;9;Eixample;la Nova Esquerra de l'Eixample;C Calàbria, 117;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430509.03;4583805.5;430417.1;4583604.5;2.167571;41.40097;Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Sant Joan amb el carrer Rosselló;2;7;Eixample;la Dreta de l'Eixample;Pg Sant Joan, 127;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429177.8;4582275.0;429085.88;4582074.0;2.151826;41.38707;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Comte d'Urgell amb carrer Provença;2;9;Eixample;la Nova Esquerra de l'Eixample;C Comte d'Urgell, 149;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431078.03;4584542.5;430986.1;4584341.5;2.174293;41.407658;Punt de connexió Barcelona WiFi a la cruïlla del carrer Còrsega amb l'Avinguda Gaudí;2;6;Eixample;la Sagrada Família;C Còrsega, 572;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431205.75;4582467.5;431113.8;4582266.5;2.176057;41.38898;Punt de connexió Barcelona WiFi a la cruïlla del carrer Trafalgar amb Ortigosa;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C Trafalgar, 30;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429911.7;4581724.0;429819.78;4581523.0;2.160667;41.38217;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Sepúlveda amb Villarroel;2;10;Eixample;Sant Antoni;C Villarroel, 39;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;426370.5;4583621.5;426278.6;4583421.0;2.118089;41.39895;Punt de connexió Barcelona WiFi a l'Avinguda Josep Vicenç Foix 98;5;23;Sarrià-Sant Gervasi;Sarrià;Av J V Foix, 100;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429626.75;4581440.0;429534.84;4581239.0;2.157292;41.37959;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb Sepúlveda;2;10;Eixample;Sant Antoni;C Viladomat, 101;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428387.53;4580663.5;428295.62;4580462.5;2.142566;41.372486;Punt de connexió Barcelona WiFi a la cruïlla del carrer Moianés amb Ctra de la Bordeta;3;15;Sants-Montjuïc;Hostafrancs;C Moianès, 42;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427875.78;4580906.5;427783.88;4580705.5;2.136418;41.374626;Centre Cívic Cotxeres de Sants-Sala d'Actes;3;18;Sants-Montjuïc;Sants;Pl Bonet i Muixí, 7;932918701
P001;Internet i comunicacions         ;WiFi BCN                                        ;430367.22;4584689.5;430275.28;4584488.5;2.165773;41.40892;Punt de connexió Barcelona WiFi a la cruïlla del carrer Taxdirt amb Sardenya;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova;C Taxdirt, 18;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;432112.94;4585950.5;432021.0;4585749.5;2.186515;41.420425;Punt de connexió Barcelona WiFi a la cruïlla de l'Av. Meridiana amb Sant Antoni M. Claret;9;63;Sant Andreu;Navas;Av Meridiana, 247;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433243.53;4583991.5;433151.56;4583790.5;2.20026;41.402878;Punt de connexió Barcelona WiFi a la cruïlla del carrer Marià Aguiló amb Pallars;10;68;Sant Martí;el Poblenou;C Pallars, 236;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433218.03;4583889.0;433126.06;4583688.0;2.199966;41.401955;Ludoteca Maria Gràcia Pont;10;68;Sant Martí;el Poblenou;Rbla Poblenou, 77*91;933009866
P001;Internet i comunicacions         ;WiFi BCN                                        ;426732.16;4582319.5;426640.25;4582118.5;2.122573;41.387253;Punt de connexió Barcelona WiFi a la plaça Pius XII;4;21;Les Corts;Pedralbes;Pl Pius XII, 6;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431525.94;4586354.0;431433.97;4586153.5;2.179446;41.424015;Casal de Barri Congrés-Indians;9;62;Sant Andreu;el Congrés i els Indians;C Manigua, 25*35;933513953
P001;Internet i comunicacions         ;WiFi BCN                                        ;431409.88;4582920.5;431317.94;4582719.5;2.178447;41.393078;Punt de connexió Barcelona WiFi a la cruïlla del Pg de Sant Joan amb el carrer Ausiàs Marc;2;5;Eixample;el Fort Pienc;Pg Sant Joan, 30;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429253.16;4584407.5;429161.22;4584206.5;2.152478;41.406284;Punt de connexió Barcelona WiFi a la cruïlla del carrer Torrent de l'Olla amb carrer Nil Fabra;6;31;Gràcia;la Vila de Gràcia;C Torrent de l'Olla, 201;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433047.12;4584228.5;432955.16;4584027.5;2.197884;41.405;Punt de connexió Barcelona WiFi a la cruïlla del carrer Castella amb Passatge Burrull;10;68;Sant Martí;el Poblenou;C Castella, 13;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;426624.47;4583059.5;426532.56;4582858.5;2.121195;41.393906;Centre Cívic Sarrià;5;23;Sarrià-Sant Gervasi;Sarrià;C Eduardo Conde, 22*42;932562720
P001;Internet i comunicacions         ;WiFi BCN                                        ;430048.9;4580635.5;429956.97;4580434.5;2.162433;41.37238;Centre Cívic El Sortidor;3;11;Sants-Montjuïc;el Poble Sec;Pl Sortidor, 12;934434311
P001;Internet i comunicacions         ;WiFi BCN                                        ;430109.53;4582089.5;430017.6;4581888.5;2.16299;41.385483;Punt de connexió Barcelona WiFi a la cruïlla entre Gran Via de les Corts Catalanes i Aribau;2;10;Eixample;Sant Antoni;G.V. Corts Catalanes, 590;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427893.06;4581005.0;427801.16;4580804.0;2.136613;41.37552;Punt de connexió Barcelona WiFi a la cruïlla del carrer de Sants amb el carrer Alcolea;3;18;Sants-Montjuïc;Sants;C Sants, 96;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431756.94;4583446.5;431665.0;4583245.5;2.182539;41.397846;Punt de connexió Barcelona WiFi a la cruïlla del carrer Marina amb Casp;2;5;Eixample;el Fort Pienc;C Marina, 151;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427209.34;4582467.0;427117.44;4582266.0;2.128262;41.388622;Punt de connexió Barcelona WiFi a la cruïlla de la Gran Via de Carles III amb Avinguda Diagonal;4;19;Les Corts;les Corts;Av Diagonal, 609;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433623.0;4584076.5;433531.03;4583875.5;2.20479;41.403675;Punt de connexió Barcelona WiFi a la cruïlla del carrer Lope de Vega amb Llull;10;68;Sant Martí;el Poblenou;C Lope de Vega, 72;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429008.16;4582496.5;428916.22;4582295.5;2.149771;41.389053;Punt de connexió Barcelona WiFi a la cruïlla del carrer del Comte d'Urgell amb Còrsega;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Comte d'Urgell, 222;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428793.72;4582308.0;428701.8;4582107.0;2.147229;41.387333;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb Còrsega;2;9;Eixample;la Nova Esquerra de l'Eixample;C Viladomat, 269;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430324.62;4583995.0;430232.7;4583794.0;2.165343;41.40266;Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Sant Joan amb el carrer Indústria;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova;Pg Sant Joan, 166;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;426957.03;4582369.5;426865.12;4582168.5;2.125256;41.387722;Punt de connexió Barcelona WiFi a l'Avinguda Diagonal a prop l'edifici de La Caixa;4;20;Les Corts;la Maternitat i Sant Ramon;Av Diagonal, 629;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433879.84;4583790.0;433787.88;4583589.0;2.207894;41.40112;Punt de connexió Barcelona WiFi a la cruïlla del carrer Lope de Vega amb el Passeig Taulat;10;68;Sant Martí;el Poblenou;Pg Taulat, 173;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431928.72;4581974.0;431836.78;4581773.5;2.184759;41.384598;Punt de connexió Barcelona WiFi a la cruïlla de l 'Av. Marquès de l'Argentera amb el carrer Comerç;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Av Marquès de l'Argentera, 13;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428611.5;4582477.0;428519.56;4582276.0;2.14503;41.38884;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb Londres;2;9;Eixample;la Nova Esquerra de l'Eixample;C Viladomat, 303;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429651.7;4581990.0;429559.75;4581789.0;2.157527;41.384544;Punt de connexió Barcelona WiFi a la cruïlla del carrer Villarroel amb Consell de Cent;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Villarroel, 91;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429436.62;4583990.5;429344.7;4583789.5;2.154721;41.402542;Centre Artesà Tradicionàrius;6;31;Gràcia;la Vila de Gràcia;Trvs Sant Antoni, 6*8;932184485
P001;Internet i comunicacions         ;WiFi BCN                                        ;428727.28;4582549.5;428635.34;4582349.0;2.146406;41.389503;Centre de Serveis Socials Nova Esquerra de l'Eixample;2;9;Eixample;la Nova Esquerra de l'Eixample;C Comte Borrell, 305;936197311
P001;Internet i comunicacions         ;WiFi BCN                                        ;430485.1;4582836.0;430393.16;4582635.0;2.167396;41.39224;Punt de connexió Barcelona WiFi a la cruïlla del carrer del Consell de Cent amb Pau Claris;2;7;Eixample;la Dreta de l'Eixample;C Consell de Cent, 326;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430926.44;4584765.5;430834.5;4584564.5;2.172454;41.409653;Punt de connexió Barcelona WiFi a la cruïlla del carrer Sant Antoni Maria Claret amb carrer Padilla;2;6;Eixample;la Sagrada Família;C Sant Antoni Maria Claret, 180;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431479.2;4584711.0;431387.22;4584510.0;2.179073;41.40921;Punt de connexió Barcelona WiFi a la cruïlla del carrer del Dos de Maig amb Rosselló;2;6;Eixample;la Sagrada Família;C Dos de Maig, 285;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431444.5;4583631.5;431352.56;4583430.5;2.17878;41.399487;Punt de connexió Barcelona WiFi a la cruïlla del carrer Sardenya amb carrer Diputació;2;5;Eixample;el Fort Pienc;C Sardenya, 242;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427491.9;4583478.0;427400.0;4583277.0;2.13152;41.397755;Punt de connexió Barcelona WiFi a la cruïlla del carrer Rosari amb Via Augusta;5;24;Sarrià-Sant Gervasi;les Tres Torres;C Rosari, 44;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431454.2;4583044.0;431362.25;4582843.0;2.178963;41.39419;Punt de connexió Barcelona WiFi a la cruïlla del carrer Roger de Flor amb carrer Ausiàs March;2;5;Eixample;el Fort Pienc;C Roger de Flor, 92;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431249.8;4584382.5;431157.88;4584181.5;2.176366;41.40623;Punt de connexió Barcelona WiFi a la cruïlla del carrer Padilla amb carrer Provença;2;6;Eixample;la Sagrada Família;C Padilla, 265;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428119.7;4580627.5;428027.78;4580426.5;2.139368;41.372135;Centre Esportiu Municipal la Bordeta;3;16;Sants-Montjuïc;la Bordeta;C Noguera Pallaresa, 34*42;934267973
P001;Internet i comunicacions         ;WiFi BCN                                        ;431849.88;4587747.5;431757.94;4587547.0;2.183165;41.436592;Centre Esportiu Municipal Can Dragó;8;45;Nou Barris;Porta;C Rosselló i Porcel, 7*11;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428880.34;4582376.5;428788.44;4582175.5;2.148257;41.38796;Centre Esportiu Piscina Sant Jordi;2;9;Eixample;la Nova Esquerra de l'Eixample;París, 114;934109261
P001;Internet i comunicacions         ;WiFi BCN                                        ;430043.1;4581589.5;429951.16;4581389.0;2.162254;41.380974;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Villarroel amb Floridablanca;2;10;Eixample;Sant Antoni;C Villarroel, 17;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;432976.12;4584362.5;432884.16;4584161.5;2.19702;41.406197;Punt de connexió Barcelona WiFi a la cruïlla del carrer Castella amb Av Diagonal;10;71;Sant Martí;Provençals del Poblenou;C Castella, 38;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431208.3;4581168.5;431116.38;4580967.5;2.176235;41.37728;Punt de connexió Barcelona WiFi a la cruïlla de La Rambla amb el c. del Portal de Santa Madrona;1;1;Ciutat Vella;el Raval;C la Rambla, 7;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429996.72;4583348.5;429904.8;4583147.5;2.161496;41.396812;Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb l'Avinguda Diagonal;2;7;Eixample;la Dreta de l'Eixample;Av Diagonal, 371;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433118.06;4585522.0;433026.12;4585321.0;2.19859;41.416656;Casal Infantil Sant Martí;10;72;Sant Martí;Sant Martí de Provençals;C Selva de Mar, 215;932565782
P001;Internet i comunicacions         ;WiFi BCN                                        ;431475.0;4590428.0;431383.06;4590227.0;2.178374;41.4607;Centre Cívic Zona Nord;8;55;Nou Barris;Ciutat Meridiana;C Vallcivera, 14;932562900
P001;Internet i comunicacions         ;WiFi BCN                                        ;431872.1;4584146.0;431780.16;4583945.0;2.183837;41.404156;Punt de connexió Barcelona WiFi a la cruïlla del carrer Cartagena amb carrer del Consell de Cent;2;6;Eixample;la Sagrada Família;C Cartagena, 166;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427333.94;4581961.0;427242.03;4581760.0;2.129813;41.38408;Mercat de Les Corts;4;19;Les Corts;les Corts;Trav Corts, 215;933309702
P001;Internet i comunicacions         ;WiFi BCN                                        ;429182.1;4587007.0;429090.16;4586806.0;2.151323;41.42969;Torre Jussana - Centre de Serveis a les Associacions;7;42;Horta-Guinardó;la Clota;Av Cardenal Vidal Barraquer, 30;932564118
P001;Internet i comunicacions         ;WiFi BCN                                        ;429166.1;4582094.0;429074.16;4581893.0;2.151707;41.38544;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Comte Borrell amb carrer Mallorca;2;9;Eixample;la Nova Esquerra de l'Eixample;C Comte Borrell, 213;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430999.88;4584451.5;430907.94;4584250.5;2.173368;41.406834;Punt de connexió Barcelona WiFi a la cruïlla del carrer Lepant amb Còrsega;2;6;Eixample;la Sagrada Família;C Lepant, 319;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429994.3;4587115.5;429902.38;4586914.5;2.16103;41.43074;Consell de la Joventut Districte Horta-Guinardó;7;43;Horta-Guinardó;Horta;Pl Eivissa, 17;933583528
P001;Internet i comunicacions         ;WiFi BCN                                        ;428924.94;4581809.0;428833.03;4581608.0;2.148857;41.38285;Punt de connexió Barcelona WiFi a la cruïlla del carrer Rocafort amb l'Avinguda de Roma;2;9;Eixample;la Nova Esquerra de l'Eixample;Av Roma, 70;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;434104.06;4584552.0;434012.1;4584351.0;2.210493;41.407997;Casal de Barri Diagonal Mar;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C Selva de Mar, 22*32;933 079 120
P001;Internet i comunicacions         ;WiFi BCN                                        ;430080.97;4582810.5;429989.03;4582609.5;2.162565;41.39197;Punt de connexió Barcelona WiFi a la cruïlla de Rambla de Catalunya amb València;2;7;Eixample;la Dreta de l'Eixample;Rbla Catalunya, 72;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431825.78;4581775.5;431733.8;4581574.5;2.18355;41.3828;Punt de connexió Barcelona WiFi a Pla de Palau;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Pla Palau, 9999;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430952.47;4583106.0;430860.53;4582905.0;2.172955;41.39471;Punt de connexió Barcelona WiFi a la cruïlla del carrer Diputació amb carrer Bailèn;2;7;Eixample;la Dreta de l'Eixample;C Diputació, 324;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431270.28;4584350.0;431178.34;4584149.0;2.176615;41.40594;Centre Cívic Sagrada Família;2;6;Eixample;la Sagrada Família;C Provença, 480;934508917
P001;Internet i comunicacions         ;WiFi BCN                                        ;429024.66;4584421.5;428932.72;4584220.5;2.149743;41.40639;Punt de connexió Barcelona WiFi a la cruïlla de la plaça Lesseps amb el carrer Gran de Gràcia;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró;Pl Lesseps, 30;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430726.84;4582371.5;430634.9;4582170.5;2.17034;41.388073;Punt de connexió Barcelona WiFi a la cruïlla de la Ronda de Sant Pere amb el Passeig de Gràcia;2;7;Eixample;la Dreta de l'Eixample;Rda Sant Pere, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428710.8;4585606.0;428618.9;4585405.0;2.145848;41.41703;Pista Poliesportiva del Parc de la Creueta del Coll;6;29;Gràcia;el Coll;C Castellterçol, 15;932193589
P001;Internet i comunicacions         ;WiFi BCN                                        ;431871.9;4582982.0;431779.94;4582781.0;2.183966;41.39367;Parc de l'Estació del Nord;2;5;Eixample;el Fort Pienc;C Nàpols, 70;10
P001;Internet i comunicacions         ;WiFi BCN                                        ;430709.5;4580922.0;430617.56;4580721.0;2.170299;41.37502;Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda del Paral·lel amb Nou de la Rambla;3;11;Sants-Montjuïc;el Poble Sec;Av Paral.lel, 57;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429275.25;4582946.0;429183.3;4582745.0;2.152913;41.393124;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Aribau amb carrer Paris;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Aribau, 167;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428792.88;4581529.0;428700.97;4581328.0;2.14731;41.380318;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Vilamarí amb carrer València;2;9;Eixample;la Nova Esquerra de l'Eixample;C Vilamarí, 83;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431594.6;4585735.0;431502.66;4585534.0;2.180337;41.418446;Punt de connexió Barcelona WiFi a la cruïlla del Passeig Maragall, 101  amb Xiprer;7;35;Horta-Guinardó;el Guinardó;Pg Maragall, 101;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;426592.34;4583718.0;426500.44;4583517.0;2.120731;41.399834;Mercat de Sarrià;5;23;Sarrià-Sant Gervasi;Sarrià;Pg Reina Elisenda Montcada, 8;932030291
P001;Internet i comunicacions         ;WiFi BCN                                        ;430975.78;4582926.5;430883.84;4582725.5;2.173254;41.393093;Punt de connexió Barcelona WiFi a la cruïlla del carrer Girona amb Gran Via de les Corts Catalanes;2;7;Eixample;la Dreta de l'Eixample;G.V. Corts Catalanes, 686;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431603.38;4582042.0;431511.44;4581841.0;2.18086;41.38518;Museu Picasso;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C Montcada, 15*23;932563000
P001;Internet i comunicacions         ;WiFi BCN                                        ;430998.9;4583915.5;430906.97;4583715.0;2.173418;41.402004;Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb Sicília;2;6;Eixample;la Sagrada Família;Pl Sagrada Família, 26;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428335.97;4583717.5;428244.06;4583516.5;2.141587;41.39999;Punt de connexió Barcelona WiFi a la cruïlla del carrer Muntaner amb carrer Plató;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Muntaner, 405;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428383.88;4583669.0;428291.94;4583468.0;2.142166;41.399555;Punt de connexió Barcelona WiFi a la cruïlla del carrer Muntaner amb carrer Descartes;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Muntaner, 391;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428322.97;4584799.0;428231.06;4584598.0;2.141304;41.40973;Centre Esportiu Municipal Putxet;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró;C Marmellà, 23;931151990
P001;Internet i comunicacions         ;WiFi BCN                                        ;433333.53;4583942.0;433241.6;4583741.0;2.201342;41.40244;Punt de connexió Barcelona WiFi a la cruïlla del carrer Marià Aguiló amb Pujades;10;68;Sant Martí;el Poblenou;C Marià Aguiló, 54;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;432936.9;4584403.5;432844.97;4584202.5;2.196546;41.406563;Punt de connexió Barcelona WiFi a la cruïlla del carrer Castella amb Bolívia;10;71;Sant Martí;Provençals del Poblenou;C Castella, 46;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433619.34;4586473.0;433527.38;4586272.0;2.204483;41.42526;Centre Esportiu Municipal de la Verneda;10;73;Sant Martí;la Verneda i la Pau;C Binèfar, 10*14;933054959
P001;Internet i comunicacions         ;WiFi BCN                                        ;434000.5;4584619.5;433908.53;4584418.5;2.209246;41.4086;Punt de connexió Barcelona WiFi a la cruïlla del carrer Selva de Mar amb Avinguda Diagonal;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C Selva de Mar, 43;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430548.06;4584917.5;430456.12;4584717.0;2.16791;41.41099;Punt de connexió Barcelona WiFi a la cruïlla del carrer Lepant amb l'Encarnació;7;33;Horta-Guinardó;el Baix Guinardó;C Lepant, 397;null
