CODI_CAPA;CAPA_GENERICA;NOM_CAPA;ED50_COORD_X;ED50_COORD_Y;ETRS89_COORD_X;ETRS89_COORD_Y;LONGITUD;LATITUD;EQUIPAMENT;DISTRICTE;BARRI;NOM_DISTRICTE;NOM_BARRI;ADRECA;TELEFON
P001;Internet i comunicacions         ;WiFi BCN                                        ;428946.5;4583834.0;428854.56;4583633.0;2.148877;41.401093;Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb carrer de Sant Eusebi;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Via Augusta, 103;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428209.6;4581000.0;428117.7;4580799.5;2.140398;41.375504;Punt de connexió Barcelona WiFi a la cruïlla del carrer Espanya Industrial amb Creu coberta;3;18;Sants-Montjuïc;Sants;C Espanya Industrial, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431332.53;4581662.5;431240.6;4581461.5;2.177664;41.38174;Oficina d'Atenció Ciutadana de la plaça Sant Miquel;1;2;Ciutat Vella;el Barri Gòtic;Pl Sant Miquel, 3;10
P001;Internet i comunicacions         ;WiFi BCN                                        ;433809.1;4584080.0;433717.12;4583879.0;2.207016;41.40372;Punt de connexió Barcelona WiFi a la cruïlla del carrer Espronceda amb Ramon Turro;10;68;Sant Martí;el Poblenou;C Espronceda, 48;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429929.66;4581057.0;429837.75;4580856.0;2.160959;41.376167;Jardins Interior d'Illa de Tres Tombs;2;10;Eixample;Sant Antoni;C Manso, 24*28;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431174.38;4588559.5;431082.44;4588358.5;2.174988;41.443844;Casal de Barri Verdun;8;51;Nou Barris;Verdun;C Luz Casanova, 4;933547904
P001;Internet i comunicacions         ;WiFi BCN                                        ;432057.66;4586024.0;431965.72;4585823.5;2.185846;41.421085;Punt de connexió Barcelona WiFi a la cruïlla del carrer Felip II amb c.de Juan de Garay;9;63;Sant Andreu;Navas;C Felip II, 105;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430876.5;4583779.0;430784.56;4583578.0;2.171969;41.400764;Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb carrer Nàpols;2;7;Eixample;la Dreta de l'Eixample;C Mallorca, 362;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429952.66;4585212.5;429860.75;4585011.5;2.160753;41.413593;Punt de connexió Barcelona WiFi a la cruïlla de la Plaça de Sanllehy amb Sardenya;6;30;Gràcia;la Salut;Pl Sanllehy, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429221.97;4584163.5;429130.06;4583962.5;2.152133;41.40408;Punt de connexió Barcelona WiFi a la cruïlla del carrer Santa Agata amb el carrer Gran de Gràcia;6;31;Gràcia;la Vila de Gràcia;C Santa Àgata, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431734.1;4586353.5;431642.16;4586152.5;2.181937;41.424026;Punt de connexió Barcelona WiFi a la cruïlla del carrer Felip II amb Puerto Príncipe;9;62;Sant Andreu;el Congrés i els Indians;C Felip II, 163;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429352.34;4583462.0;429260.44;4583261.0;2.153775;41.397774;Punt de connexió Barcelona WiFi a la cruïlla del carrer Via Augusta amb carrer Luis Antúnez;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;Via Augusta, 35;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428241.7;4581220.5;428149.78;4581019.5;2.140756;41.37749;Punt Multimèdia de Sants - Montjuïc *Casa del Mig;3;18;Sants-Montjuïc;Sants;C Muntadas, 1*5;932914262
P001;Internet i comunicacions         ;WiFi BCN                                        ;427470.12;4582716.0;427378.22;4582515.0;2.131351;41.39089;Punt de connexió Barcelona WiFi a la cruïlla del carrer Numància amb el carrer Flos i Calçat;4;19;Les Corts;les Corts;C Numància, 185;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429762.97;4581556.0;429671.03;4581355.0;2.158908;41.380646;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Comte Borrell amb Sepúlveda;2;10;Eixample;Sant Antoni;C Sepúlveda, 109;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430049.22;4588103.0;429957.28;4587902.0;2.161573;41.439636;Punt de connexió Barcelona WiFi a la cruïlla del Passeig de la Vall Hebron i  Pl  Karl Marx;7;43;Horta-Guinardó;Horta;C Mont ral, 63;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429364.53;4581709.5;429272.62;4581508.5;2.154125;41.381992;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Viladomat amb c. Consell de Cent;2;9;Eixample;la Nova Esquerra de l'Eixample;C Viladomat, 155;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430656.25;4584805.5;430564.3;4584604.5;2.169217;41.409992;Punt de connexió Barcelona WiFi al carrer Lepant, 387;7;33;Horta-Guinardó;el Baix Guinardó;C Lepant, 387;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429470.62;4582749.5;429378.7;4582548.5;2.155273;41.391373;Punt de connexió Barcelona WiFi a la cruïlla del carrer Aribau amb Rosselló;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Aribau, 125;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428700.88;4579392.5;428608.97;4579191.5;2.146462;41.361065;Centre de Barri Can Clos;3;13;Sants-Montjuïc;la Marina de Port;Pl Mig de Can Clos, 7;933311113
P001;Internet i comunicacions         ;WiFi BCN                                        ;428378.8;4581132.5;428286.9;4580931.5;2.142406;41.376713;Centre Esportiu Municipal l'Espanya Industrial;3;15;Sants-Montjuïc;Hostafrancs;C Muntadas, 37;934261070
P001;Internet i comunicacions         ;WiFi BCN                                        ;430332.28;4588039.5;430240.38;4587838.5;2.164968;41.43909;Punt de connexió Barcelona WiFi a la cruïlla del carrer de Feliu i Codina amb Passeig Valldaura;8;48;Nou Barris;la Guineueta;C Feliu i Codina, 114;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433992.44;4586196.0;433900.47;4585995.0;2.208978;41.422794;Casal de Barri La Pau - Piramidón;10;73;Sant Martí;la Verneda i la Pau;Pere Vergés, 1;932 780 535
P001;Internet i comunicacions         ;WiFi BCN                                        ;432953.22;4584156.0;432861.25;4583955.0;2.196769;41.40434;Punt de connexió Barcelona WiFi a la cruïlla de la Rambla del Poblenou amb Sancho de Àvila;10;68;Sant Martí;el Poblenou;Rbla Poblenou, 127;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430523.1;4580901.0;430431.16;4580700.0;2.168072;41.374813;Punt de connexió Barcelona WiFi a l'Avinguda Paral·lel 75;3;11;Sants-Montjuïc;el Poble Sec;Av Paral.lel, 75;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;434330.9;4584348.0;434238.94;4584147.0;2.213229;41.406178;Punt de connexió Barcelona WiFi a la cruïlla del carrer Selva de Mar amb Passeig del Taulat;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C Selva de Mar, 18;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431447.0;4581891.5;431355.03;4581690.5;2.179007;41.383812;Punt de connexió Barcelona WiFi a la cruïlla de la Via Laietana amb el carrer Argenteria;1;2;Ciutat Vella;el Barri Gòtic;Via Laietana, 21;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;432732.5;4584193.0;432640.56;4583992.0;2.194125;41.40465;Punt de connexió Barcelona WiFi a la cruïlla del carrer Llacuna amb l'Avinguda Diagonal;10;66;Sant Martí;el Parc i la Llacuna del Poblenou;C Llacuna, 129;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430801.94;4582233.5;430710.0;4582032.5;2.171254;41.386837;Punt de connexió Barcelona WiFi a la cruïlla de l'Av. Portal de l'Àngel amb el carrer Fontanella;1;2;Ciutat Vella;el Barri Gòtic;Pl Catalunya, 17;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431475.4;4581187.5;431383.47;4580986.5;2.179427;41.377476;Punt de connexió Barcelona WiFi a la cruïlla del Pg Colom amb el Ptge del Dormitori de Sant Francesc;1;2;Ciutat Vella;el Barri Gòtic;Pg Colom, 22;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433451.16;4582644.5;433359.2;4582443.5;2.202892;41.390762;Platja de la Nova Icària;10;67;Sant Martí;la Vila Olímpica del Poblenou;Pg Marítim de Nova Icària, 60;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430369.66;4583167.0;430277.72;4582966.0;2.165977;41.395206;Punt de connexió Barcelona WiFi a la cruïlla del carrer Roger de Llúria amb carrer València;2;7;Eixample;la Dreta de l'Eixample;C Roger de Llúria, 89;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430683.44;4585336.0;430591.5;4585135.0;2.169481;41.414772;Punt de connexió Barcelona WiFi a la cruïlla del carrer Cartagena amb carrer de Josep Ciurana;7;33;Horta-Guinardó;el Baix Guinardó;C Cartagena, 393;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430894.2;4583777.0;430802.25;4583576.5;2.172181;41.40075;Punt de connexió Barcelona WiFi a la cruïlla del carrer Nàpols amb carrer Provença;2;7;Eixample;la Dreta de l'Eixample;C Nàpols, 243;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;432337.53;4586342.0;432245.6;4586141.0;2.189159;41.423973;Centre Cívic La Sagrera La Barraca;9;61;Sant Andreu;la Sagrera;C Martí Molins, 29;933511702
P001;Internet i comunicacions         ;WiFi BCN                                        ;431187.03;4581946.5;431095.1;4581745.5;2.175893;41.384285;Arxiu Històric de la Ciutat de Barcelona;1;2;Ciutat Vella;el Barri Gòtic;C Santa Llúcia, 1;932562255
P001;Internet i comunicacions         ;WiFi BCN                                        ;429147.22;4582866.0;429055.28;4582665.0;2.151391;41.39239;Punt de connexió Barcelona WiFi a la cruïlla del carrer Paris amb carrer Muntaner;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C París, 167;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;434245.4;4583821.5;434153.44;4583620.5;2.212263;41.40143;Punt de connexió Barcelona WiFi a la cruïlla del carrer Bac de Roda amb la Ronda del Litoral;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C Bac de Roda, 2;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427979.72;4583453.5;427887.78;4583252.5;2.137357;41.39758;Punt de connexió Barcelona WiFi a la cruïlla del carrer Modolell amb Via Augusta;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Modolell, 17;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428100.66;4583359.5;428008.72;4583158.5;2.138815;41.396744;Punt de connexió Barcelona WiFi a la cruïlla del carrer Vallmajor amb carrer Reina Victoria;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Vallmajor, 8;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430132.97;4584205.5;430041.03;4584004.5;2.163026;41.40454;Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Sant Joan amb Travessera de Gràcia;6;31;Gràcia;la Vila de Gràcia;Trav Gràcia, 263;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428781.62;4580816.5;428689.7;4580615.5;2.14726;41.3739;Punt de connexió Barcelona WiFi a la cruïlla de la Gran Via de les Corts Catalanes amb Mèxic;3;15;Sants-Montjuïc;Hostafrancs;Ctra Bordeta, 12;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428681.6;4580684.5;428589.66;4580483.5;2.146079;41.3727;Punt de connexió Barcelona WiFi a la cruïlla del carrer Sant Roc amb la Gran Via Corts Catalanes;3;14;Sants-Montjuïc;la Font de la Guatlla;G.V. Corts Catalanes, 304;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433118.06;4585522.0;433026.12;4585321.0;2.19859;41.416656;Centre Cívic Sant Martí;10;72;Sant Martí;Sant Martí de Provençals;C Selva de Mar, 215;932565760
P001;Internet i comunicacions         ;WiFi BCN                                        ;429288.78;4580254.5;429196.84;4580054.0;2.153389;41.368885;Museu Nacional d'Art de Catalunya;3;11;Sants-Montjuïc;el Poble Sec;C Mirador Palau Nacional, 6*10;936220376
P001;Internet i comunicacions         ;WiFi BCN                                        ;429418.88;4582008.5;429326.97;4581807.5;2.15474;41.38469;Punt de connexió Barcelona WiFi a la cruïlla del carrer Aragó amb carrer del Comte d'Urgell;2;9;Eixample;la Nova Esquerra de l'Eixample;C Aragó, 147;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429171.9;4581523.5;429080.0;4581323.0;2.151844;41.380302;Punt de connexió Barcelona WiFi a la cruïlla dels carrer Rocafort amb carrer Consell de Cent;2;9;Eixample;la Nova Esquerra de l'Eixample;C Rocafort, 125;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430027.62;4584092.0;429935.72;4583891.0;2.161779;41.40351;Punt de connexió Barcelona WiFi a la cruïlla del carrer Bailén amb Travessera de Gràcia;6;31;Gràcia;la Vila de Gràcia;C Bailèn, 237;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433382.97;4584481.5;433291.03;4584280.5;2.201874;41.407303;Punt de connexió Barcelona WiFi a la cruïlla del carrer Espronceda amb Avinguda Diagonal;10;68;Sant Martí;el Poblenou;Av Diagonal, 119;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429564.8;4583036.5;429472.9;4582835.5;2.156366;41.393963;Punt de connexió Barcelona WiFi a la cruïlla del carrer Balmes amb Còrsega;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Balmes, 147;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429895.75;4587200.0;429803.8;4586999.5;2.159841;41.43149;Punt 7 - Punt d'Informació Juvenil d'Horta-Guinardó;7;43;Horta-Guinardó;Horta;C Horta, 71;934202595
P001;Internet i comunicacions         ;WiFi BCN                                        ;429580.62;4581347.0;429488.7;4581146.0;2.156751;41.378746;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Calàbria amb Sepúlveda;2;10;Eixample;Sant Antoni;C Sepúlveda, 82;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430511.8;4585235.0;430419.88;4585034.0;2.16744;41.41385;Punt de connexió Barcelona WiFi a la cruïlla del carrer Thous amb el carrer Josep Ciurana;7;33;Horta-Guinardó;el Baix Guinardó;C Thous, 20;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430294.38;4583211.0;430202.44;4583010.0;2.165072;41.3956;Punt de connexió Barcelona WiFi a la cruïlla del carrer Mallorca amb carrer de Roger de Llúria;2;7;Eixample;la Dreta de l'Eixample;C Mallorca, 278;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431597.6;4581383.5;431505.66;4581182.5;2.180866;41.37925;Punt de connexió Barcelona WiFi a la cruïlla del Passeig Colom amb el carrer Simó Oller;1;2;Ciutat Vella;el Barri Gòtic;Pg Colom, 14;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431846.5;4582010.5;431754.56;4581810.0;2.183772;41.384922;Punt de connexió Barcelona WiFi a la cruïlla del carrer Comerç amb el carrer Ribera;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C Ribera, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431048.0;4583241.5;430956.06;4583040.5;2.174082;41.39594;Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Sant Joan amb el carrer Diputació;2;7;Eixample;la Dreta de l'Eixample;Pg Sant Joan, 39;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430340.53;4586401.0;430248.62;4586200.0;2.165256;41.42433;Casal de Barri Font d'en Fargues;7;36;Horta-Guinardó;la Font d'en Fargues;C Pedrell, 67*69;934 205 941
P001;Internet i comunicacions         ;WiFi BCN                                        ;432424.2;4583367.0;432332.22;4583166.0;2.190528;41.397186;Punt de connexió Barcelona WiFi a la cruïlla del carrer Pamplona amb Almogàvers;10;66;Sant Martí;el Parc i la Llacuna del Poblenou;C Pamplona, 101;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429177.38;4582682.5;429085.47;4582481.5;2.151773;41.39074;Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb Còrsega;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Casanova, 168;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430013.16;4583126.5;429921.25;4582925.5;2.161718;41.394814;Punt de connexió Barcelona WiFi a la cruïlla del Passeig de Gràcia amb el carrer Provença;2;7;Eixample;la Dreta de l'Eixample;Pg Gràcia, 90;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430134.25;4583216.5;430042.3;4583015.5;2.163156;41.395634;Punt de connexió Barcelona WiFi a la cruïlla del carrer Pau Claris amb Provença;2;7;Eixample;la Dreta de l'Eixample;C Pau Claris, 169;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430741.56;4581200.0;430649.62;4580999.0;2.17065;41.377525;Centre d'Informació i Assessorament per a Joves;1;1;Ciutat Vella;el Raval;C Sant Oleguer, 6*8;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428697.62;4587022.0;428605.7;4586821.0;2.145523;41.429783;Centre Municipal Tennis Vall Hebron;7;41;Horta-Guinardó;la Vall d'Hebron;Pg Vall d'Hebron, 178*196;934276500
P001;Internet i comunicacions         ;WiFi BCN                                        ;429510.78;4587208.0;429418.88;4587007.0;2.155233;41.43153;Punt de connexió Barcelona WiFi a la cruïlla del carrer Jerez amb Coïmbra;7;43;Horta-Guinardó;Horta;C Jerez, 2;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427994.2;4581229.5;427902.28;4581028.5;2.137796;41.37755;Punt de connexió Barcelona WiFi a la cruïlla del carrer Santa Caterina i el Passeig de Sant Antoni;3;18;Sants-Montjuïc;Sants;Pg Sant Antoni, 39;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431485.9;4584357.0;431393.97;4584156.0;2.179193;41.40602;Punt de connexió Barcelona WiFi a la cruïlla del carrer Castillejos amb carrer Mallorca;2;6;Eixample;la Sagrada Família;C Los Castillejos, 254;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;432473.28;4586664.5;432381.34;4586463.5;2.190747;41.426888;Parc de la Pegaso;9;61;Sant Andreu;la Sagrera;C Sagrera, 179;10
P001;Internet i comunicacions         ;WiFi BCN                                        ;431637.34;4582568.0;431545.4;4582367.0;2.181207;41.389923;Punt de connexió Barcelona WiFi a la cruïlla del carrer Comerç amb el Passeig Lluís Companys;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Plta Comerç, 1;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;427953.03;4586677.0;427861.12;4586476.0;2.136654;41.42661;Centre Cívic Casa Groga;7;39;Horta-Guinardó;Sant Genís dels Agudells;Av Jordà, 27;934186531
P001;Internet i comunicacions         ;WiFi BCN                                        ;430927.53;4581215.0;430835.6;4581014.5;2.172872;41.377678;Centre Cívic Drassanes;1;1;Ciutat Vella;el Raval;C Nou de la Rambla, 43;934412280
P001;Internet i comunicacions         ;WiFi BCN                                        ;432042.9;4582114.5;431950.97;4581913.5;2.186109;41.385876;Parc de la Ciutadella;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;Pg Picasso, 21;10
P001;Internet i comunicacions         ;WiFi BCN                                        ;430260.12;4583470.5;430168.2;4583269.5;2.164632;41.397934;Punt de connexió Barcelona WiFi a la cruïlla del carrer Bruc amb l'Avinguda Diagonal;2;7;Eixample;la Dreta de l'Eixample;C Bruc, 152;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429277.97;4584080.5;429186.06;4583879.5;2.152813;41.403343;Espai Jove La Fontana;6;31;Gràcia;la Vila de Gràcia;C Gran de Gràcia, 190*192;933681004
P001;Internet i comunicacions         ;WiFi BCN                                        ;431045.06;4585577.5;430953.12;4585376.5;2.17378;41.41698;Centre Esportiu Municipal Guinardó;7;35;Horta-Guinardó;el Guinardó;C Telègraf, 31*45;934464260
P001;Internet i comunicacions         ;WiFi BCN                                        ;431019.06;4583689.0;430927.12;4583488.0;2.173685;41.399967;Punt de connexió Barcelona WiFi a la cruïlla del carrer Nàpols amb l'Avinguda Diagonal;2;5;Eixample;el Fort Pienc;Av Diagonal, 299;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428697.28;4581664.5;428605.34;4581463.5;2.146151;41.38153;Punt de connexió Barcelona WiFi a la cruïlla del carrer Vilamarí amb l'Avinguda de Roma;2;9;Eixample;la Nova Esquerra de l'Eixample;C Vilamarí, 89;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433468.4;4583439.0;433376.47;4583238.0;2.203011;41.39792;Punt de connexió Barcelona WiFi a la cruïlla del carrer Llacuna amb Doctor Trueta;10;68;Sant Martí;el Poblenou;C Llacuna, 9;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430693.16;4587863.0;430601.22;4587662.0;2.169308;41.43753;Casal de Joves Guineueta *Masia de la Guineueta;8;48;Nou Barris;la Guineueta;Pl Ca n'Ensenya, 4;933594000
P001;Internet i comunicacions         ;WiFi BCN                                        ;432841.38;4581790.5;432749.44;4581589.5;2.195694;41.383022;El Centre de la Platja-Biblioplatja *Platja del Somorrostro;1;3;Ciutat Vella;la Barceloneta;Pg Marítim Barceloneta, 25*29;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429477.4;4582392.5;429385.47;4582191.5;2.155395;41.388153;Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb carrer Mallorca;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Casanova, 128;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431469.12;4583420.5;431377.2;4583219.5;2.179099;41.397587;Punt de connexió Barcelona WiFi a la cruïlla del c. Sicília amb la Gran Via de les Corts Catalanes;2;5;Eixample;el Fort Pienc;G.V. Corts Catalanes, 709;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431192.72;4581024.5;431100.78;4580823.5;2.176065;41.37598;Consorci de les Drassanes Reials i Museu Marítim de Barcelona;1;1;Ciutat Vella;el Raval;Av Drassanes, 1;933429921
P001;Internet i comunicacions         ;WiFi BCN                                        ;434031.0;4584423.5;433939.03;4584222.5;2.209633;41.406834;Punt de connexió Barcelona WiFi a la cruïlla del carrer Provençals amb Llull;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;C Llull, 326;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430360.8;4588285.0;430268.88;4588084.0;2.165281;41.441303;Punt de connexió Barcelona WiFi a la cruïlla Federico García Lorca amb el carrer Via Favència;8;49;Nou Barris;Canyelles;Via Favència, 39;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429922.12;4581903.0;429830.22;4581702.0;2.160771;41.383785;Punt de connexió Barcelona WiFi a la cruïlla del c. Casanova amb la Gran Via de les Corts Catalanes;2;8;Eixample;l'Antiga Esquerra de l'Eixample;G.V. Corts Catalanes, 555;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431733.16;4585386.0;431641.22;4585185.5;2.182035;41.415314;Punt de connexió Barcelona WiFi a la cruïlla del carrer Indústria amb carrer del Guinardó;10;64;Sant Martí;el Camp de l'Arpa del Clot;C Indústria, 316;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;432092.2;4586196.0;432000.25;4585995.0;2.18624;41.422634;Centre Garcilaso;9;61;Sant Andreu;la Sagrera;C Garcilaso, 103;932562959
P001;Internet i comunicacions         ;WiFi BCN                                        ;429360.06;4584718.0;429268.12;4584517.0;2.15372;41.40909;Punt de connexió Barcelona WiFi a la cruïlla de la Trav. de Dalt amb els Jardins de Menéndez Pelayo;6;31;Gràcia;la Vila de Gràcia;Trav Dalt, 38;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429758.22;4582103.0;429666.3;4581902.5;2.158787;41.385574;Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb carrer del Consell de Cent;2;8;Eixample;l'Antiga Esquerra de l'Eixample;C Casanova, 74;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433516.47;4583882.0;433424.5;4583681.0;2.203537;41.401913;Casal de Gent Gran Taulat - Can Saladrigas;10;68;Sant Martí;el Poblenou;C Llull, 214*216;934852540
P001;Internet i comunicacions         ;WiFi BCN                                        ;430989.62;4580893.5;430897.7;4580692.5;2.173652;41.374786;Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Paral·lel amb Portal de Santa Madrona;3;11;Sants-Montjuïc;el Poble Sec;Av Paral.lel, 29;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430234.94;4584089.0;430143.03;4583888.0;2.16426;41.4035;Punt de connexió Barcelona WiFi a la cruïlla del Pg de Sant Joan amb el c. Sant Antoni Maria Claret;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova;Pg Sant Joan, 188;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429041.25;4581306.0;428949.34;4581105.0;2.150307;41.37833;Punt de connexió Barcelona WiFi a la cruïlla del carrer Vilamarí amb Diputació;2;9;Eixample;la Nova Esquerra de l'Eixample;C Vilamarí, 62;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430288.8;4583617.5;430196.9;4583416.5;2.164958;41.399258;Punt de connexió Barcelona WiFi a la cruïlla del carrer Rosselló amb carrer Girona;2;7;Eixample;la Dreta de l'Eixample;C Rosselló, 307;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430157.38;4584528.5;430065.44;4584327.5;2.163281;41.40745;Punt de connexió Barcelona WiFi a la cruïlla del carrer Sant Lluís amb el carrer Pi i Maragall;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova;C Sant Lluís, 107;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431597.88;4584949.5;431505.94;4584748.5;2.180466;41.411366;Punt de connexió Barcelona WiFi a la cruïlla del carrer Xifré amb carrer Freser;10;64;Sant Martí;el Camp de l'Arpa del Clot;C Xifré, 104;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;428615.88;4583684.5;428523.97;4583483.5;2.14494;41.399715;Punt de connexió Barcelona WiFi a la cruïlla dels carrers Aribau amb carrer Via Augusta;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C Aribau, 281;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;433631.28;4583933.5;433539.3;4583732.5;2.204905;41.402386;Punt de connexió Barcelona WiFi a la cruïlla del carrer Bilbao amb  Llull;10;68;Sant Martí;el Poblenou;C Bilbao, 32;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;429966.8;4582920.5;429874.9;4582719.5;2.161187;41.392952;Punt de connexió Barcelona WiFi a la cruïlla de Rambla de Catalunya amb Mallorca;2;7;Eixample;la Dreta de l'Eixample;Rbla Catalunya, 88;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;430633.97;4584998.0;430542.06;4584797.0;2.168929;41.41172;Punt de connexió Barcelona WiFi a la cruïlla de carrer del Mas Casanovas amb carrer Padilla;7;33;Horta-Guinardó;el Baix Guinardó;C Mas Casanovas, 18;null
P001;Internet i comunicacions         ;WiFi BCN                                        ;431280.97;4586678.5;431189.03;4586477.5;2.176478;41.426914;Biblioteca Vilapicina i la Torre Llobeta;8;44;Nou Barris;Vilapicina i la Torre Llobeta;Pl Carmen Laforet, 11;934080667
P001;Internet i comunicacions         ;WiFi BCN                                        ;432239.7;4580726.0;432147.72;4580525.0;2.188617;41.373383;Centre Esportiu Municipal de Sant Sebastià;1;3;Ciutat Vella;la Barceloneta;Pl Mar, 1;932210010
